customer_id,join_date,region,preferred_store_id,acquisition_channel
C00061,2021-11-05,Rajshahi,ST07,Walk-in
C00062,2019-12-03,Dhaka,ST04,Walk-in
C00063,2024-04-03,Sylhet,ST14,Walk-in
C00064,2022-08-26,Sylhet,ST05,Referral
C00065,2023-12-25,Dhaka,ST16,Walk-in
C00066,2018-11-15,Khulna,ST02,Walk-in
C00067,2024-07-08,Dhaka,ST11,Social Media
C00068,2019-08-25,Chattogram,ST09,Online
C00069,2021-08-01,Khulna,ST20,Online
C00070,2021-07-06,Dhaka,ST11,Referral
C00071,2024-07-24,Khulna,ST19,Walk-in
C00072,2020-03-19,Dhaka,ST05,Social Media
C00073,2019-12-04,Chattogram,ST10,Referral
C00074,2020-09-18,Dhaka,ST17,Walk-in
C00075,2020-11-19,Rajshahi,ST04,Walk-in
C00076,2019-06-15,Rajshahi,ST19,Walk-in
C00077,2019-05-30,,ST16,Online
C00078,2019-11-07,Barishal,ST14,Online
C00079,2021-09-27,Rajshahi,ST05,Online
C00080,2020-09-29,Rajshahi,ST17,Social Media
C00081,2021-02-18,Chattogram,ST17,Walk-in
C00082,2023-10-01,Khulna,ST06,Referral
C00083,2019-12-05,Sylhet,ST12,Online
C00084,2025-04-10,Khulna,ST02,Online
C00085,2024-01-05,Dhaka,ST08,Walk-in
C00086,2019-05-26,Chattogram,ST04,Online
C00087,2020-07-05,Rajshahi,ST12,Online
C00088,2019-06-20,,ST11,Walk-in
C00089,2020-03-07,Dhaka,ST11,Referral
C00090,2020-12-03,Barishal,ST14,Walk-in
C00091,2019-01-18,Chattogram,ST19,Walk-in
C00092,2018-02-12,Dhaka,ST04,Referral
C00093,2021-07-05,Dhaka,ST05,Walk-in
C00094,2023-08-09,Chattogram,ST05,Online
C00095,2020-06-03,Sylhet,ST19,Online
C00096,2024-11-17,Barishal,ST02,Walk-in
C00097,2020-12-14,Barishal,ST01,Walk-in
C00098,2025-03-15,Sylhet,ST04,Walk-in
C00099,2019-11-21,Rajshahi,ST16,Walk-in
C00100,2022-04-24,Dhaka,ST12,Online
C00101,2024-02-07,Khulna,ST19,Walk-in
C00102,2018-06-22,Dhaka,ST05,Social Media
C00103,2025-06-08,Dhaka,ST08,Walk-in
C00104,2020-12-01,Barishal,ST12,Walk-in
C00105,2021-12-24,Khulna,ST02,Social Media
C00106,2023-01-10,Dhaka,ST19,Walk-in
C00107,2023-02-21,Rajshahi,ST17,Online
C00108,2018-03-11,Chattogram,ST03,Online
C00109,2024-12-07,Dhaka,ST17,Referral
C00110,2022-12-26,Dhaka,ST09,Walk-in
C00111,2025-12-26,Dhaka,ST07,Walk-in
C00112,2021-10-08,,ST19,Social Media
C00113,2022-11-27,Chattogram,ST11,Walk-in
C00114,2021-07-11,Chattogram,ST05,Online
C00115,2025-02-11,Dhaka,ST17,Online
C00116,2024-08-27,Barishal,ST15,Online
C00117,2025-04-07,Sylhet,ST04,Referral
C00118,2022-01-12,Khulna,ST14,Social Media
C00119,2024-04-30,,ST13,Walk-in
C00120,2020-11-13,Sylhet,ST06,Online
C00121,2021-09-07,Khulna,ST09,Online
C00122,2024-01-29,Dhaka,ST17,Walk-in
C00123,2018-08-25,Dhaka,ST04,Referral
C00124,2023-09-06,Dhaka,ST15,Walk-in
C00125,2018-02-16,Dhaka,ST17,Walk-in
C00126,2022-08-23,,ST19,Referral
C00127,2021-10-25,,ST07,Social Media
C00128,2021-09-30,Dhaka,ST06,Walk-in
C00129,2021-12-14,Sylhet,ST19,Referral
C00130,2021-12-07,Dhaka,ST10,Walk-in
C00131,2021-04-04,Dhaka,ST12,Walk-in
C00132,2021-08-10,Rajshahi,ST11,Walk-in
C00133,2022-07-18,Dhaka,ST11,Referral
C00134,2024-02-08,Dhaka,ST13,Walk-in
C00135,2022-06-01,Dhaka,ST09,Walk-in
C00136,2023-02-20,Dhaka,ST08,Online
C00137,2024-09-08,Chattogram,ST09,Walk-in
C00138,2025-11-29,Dhaka,ST14,Walk-in
C00139,2018-11-14,Dhaka,ST17,Walk-in
C00140,2023-09-13,Barishal,ST12,Referral
C00141,2019-10-20,Khulna,ST14,Online
C00142,2019-07-29,Dhaka,ST09,Referral
C00143,2024-05-04,Dhaka,ST16,Walk-in
C00144,2018-07-20,Chattogram,ST08,Walk-in
C00145,2024-10-11,Khulna,ST09,Referral
C00146,2024-02-28,Khulna,ST02,Walk-in
C00147,2025-12-14,Dhaka,ST06,Walk-in
C00148,2023-05-05,Dhaka,ST15,Walk-in
C00149,2024-12-23,Chattogram,ST02,Walk-in
C00150,2018-12-13,Khulna,ST05,Walk-in
C00151,2025-02-11,Khulna,ST16,Social Media
C00152,2019-04-14,Dhaka,ST18,Walk-in
C00153,2020-07-06,Sylhet,ST09,Online
C00154,2019-01-10,Dhaka,ST09,Walk-in
C00155,2021-03-18,Rajshahi,ST11,Online
C00156,2023-12-28,Khulna,ST16,Online
C00157,2020-02-22,Chattogram,ST10,Social Media
C00158,2024-07-28,Dhaka,ST04,Walk-in
C00159,2022-11-06,Sylhet,ST09,Referral
C00160,2023-01-11,Chattogram,ST06,Walk-in
C00161,2025-07-04,Khulna,ST14,Online
C00162,2021-06-14,Dhaka,ST03,Social Media
C00163,2020-10-03,Khulna,ST13,Online
C00164,2025-12-14,Dhaka,ST03,Online
C00165,2022-06-15,Dhaka,ST20,Referral
C00166,2022-11-30,Dhaka,ST13,Social Media
C00167,2020-05-15,Dhaka,ST03,Walk-in
C00168,2019-09-22,,ST20,Walk-in
C00169,2019-05-11,Sylhet,ST12,Online
C00170,2019-10-15,Dhaka,ST13,Social Media
C00171,2019-07-24,Dhaka,ST02,Walk-in
C00172,2023-12-21,Dhaka,ST04,Walk-in
C00173,2018-06-19,Dhaka,ST17,Online
C00174,2023-01-12,Khulna,ST10,Walk-in
C00175,2025-08-03,Barishal,ST13,Walk-in
C00176,2024-02-14,Dhaka,ST20,Walk-in
C00177,2021-03-22,,ST09,Walk-in
C00178,2018-06-23,Rajshahi,ST08,Online
C00179,2024-09-01,Barishal,ST17,Walk-in
C00180,2018-01-10,Dhaka,ST02,Walk-in
C00181,2023-06-13,,ST10,Online
C00182,2023-05-14,Chattogram,ST18,Walk-in
C00183,2019-07-15,Khulna,ST05,Walk-in
C00184,2023-12-01,Rajshahi,ST07,Walk-in
C00185,2019-05-28,Chattogram,ST10,Walk-in
C00186,2019-10-21,Dhaka,ST02,Online
C00187,2024-06-29,Rajshahi,ST02,Walk-in
C00188,2025-10-30,Khulna,ST06,Walk-in
C00189,2020-02-12,Chattogram,ST18,Walk-in
C00190,2025-05-14,Sylhet,ST05,Walk-in
C00191,2025-04-20,Chattogram,ST15,Walk-in
C00192,2024-02-25,Chattogram,ST09,Walk-in
C00193,2019-02-13,Chattogram,ST16,Walk-in
C00194,2020-05-24,Rajshahi,ST07,Walk-in
C00195,2023-06-02,Barishal,ST18,Referral
C00196,2025-12-27,Chattogram,ST08,Walk-in
C00197,2024-07-06,Dhaka,ST16,Walk-in
C00198,2021-05-12,Chattogram,ST17,Online
C00199,2019-11-18,Dhaka,ST09,Walk-in
C00200,2025-09-05,Dhaka,ST14,Referral
C00201,2020-03-17,Dhaka,ST03,Walk-in
C00202,2020-09-26,Chattogram,ST10,Walk-in
C00203,2025-09-17,Dhaka,ST08,Social Media
C00204,2022-06-29,Dhaka,ST20,Walk-in
C00205,2020-02-12,Rajshahi,ST19,Walk-in
C00206,2018-01-16,,ST16,Online
C00207,2021-06-09,Sylhet,ST19,Social Media
C00208,2025-11-19,Khulna,ST20,Walk-in
C00209,2021-06-16,Sylhet,ST16,Online
C00210,2023-08-05,Dhaka,ST12,Walk-in
C00211,2020-01-09,Dhaka,ST05,Online
C00212,2024-03-14,Sylhet,ST17,Walk-in
C00213,2024-03-15,Chattogram,ST04,Online
C00214,2022-11-12,Dhaka,ST04,Walk-in
C00215,2024-03-03,Chattogram,ST18,Online
C00216,2022-08-18,Chattogram,ST03,Walk-in
C00217,2021-01-09,Dhaka,ST03,Online
C00218,2023-11-25,Sylhet,ST11,Online
C00219,2024-09-04,Dhaka,ST12,Referral
C00220,2024-09-21,Dhaka,ST01,Social Media
C00221,2019-09-15,Khulna,ST08,Walk-in
C00222,2023-05-30,Dhaka,ST05,Online
C00223,2018-01-13,Sylhet,ST07,Walk-in
C00224,2022-07-29,Chattogram,ST04,Social Media
C00225,2022-07-26,Dhaka,ST14,Online
C00226,2020-11-27,Khulna,ST10,Walk-in
C00227,2025-12-12,Dhaka,ST20,Walk-in
C00228,2025-01-22,Dhaka,ST01,Referral
C00229,2018-04-23,Khulna,ST16,Referral
C00230,2019-09-02,Rajshahi,ST19,Referral
C00231,2019-08-31,Rajshahi,ST10,Online
C00232,2025-03-05,,ST14,Walk-in
C00233,2022-02-24,Dhaka,ST09,Social Media
C00234,2023-10-30,,ST12,Online
C00235,2024-06-23,Dhaka,ST19,Online
C00236,2024-02-20,Dhaka,ST11,Online
C00237,2018-09-18,Rajshahi,ST12,Online
C00238,2019-02-14,Dhaka,ST20,Online
C00239,2021-02-28,,ST10,Online
C00240,2020-09-15,Dhaka,ST04,Referral
C00241,2023-12-22,Chattogram,ST14,Referral
C00242,2019-04-02,Sylhet,ST14,Walk-in
C00243,2020-12-20,Khulna,ST05,Walk-in
C00244,2019-11-22,Dhaka,ST15,Online
C00245,2019-07-06,Dhaka,ST02,Online
C00246,2019-05-20,Chattogram,ST07,Online
C00247,2019-07-25,Chattogram,ST18,Referral
C00248,2022-07-06,Chattogram,ST13,Walk-in
C00249,2021-04-12,Barishal,ST13,Walk-in
C00250,2021-06-25,Chattogram,ST13,Referral
C00251,2021-10-31,Chattogram,ST04,Social Media
C00252,2023-12-04,Barishal,ST20,Walk-in
C00253,2024-11-21,Dhaka,ST06,Walk-in
C00254,2022-03-18,Barishal,ST16,Walk-in
C00255,2023-02-19,Chattogram,ST20,Walk-in
C00256,2023-11-27,Chattogram,ST05,Online
C00257,2023-07-09,Barishal,ST13,Walk-in
C00258,2019-01-28,Chattogram,ST01,Walk-in
C00259,2025-11-10,Chattogram,ST13,Online
C00260,2019-04-27,Dhaka,ST09,Online
C00261,2021-04-17,,ST02,Online
C00262,2023-03-21,,ST14,Walk-in
C00263,2021-03-23,Dhaka,ST20,Walk-in
C00264,2019-12-11,Rajshahi,ST02,Walk-in
C00265,2025-05-20,Sylhet,ST18,Social Media
C00266,2018-07-28,Chattogram,ST17,Walk-in
C00267,2019-12-19,Dhaka,ST11,Online
C00268,2025-12-09,Chattogram,ST19,Online
C00269,2023-11-02,Dhaka,ST07,Referral
C00270,2018-09-11,,ST15,Walk-in
C00271,2024-01-13,Chattogram,ST14,Walk-in
C00272,2025-10-01,Dhaka,ST12,Referral
C00273,2018-10-13,Dhaka,ST17,Walk-in
C00274,2021-04-24,Sylhet,ST18,Online
C00275,2021-09-29,Dhaka,ST16,Walk-in
C00276,2019-01-18,,ST12,Social Media
C00277,2019-08-09,,ST20,Online
C00278,2019-05-23,Sylhet,ST12,Walk-in
C00279,2019-06-26,Barishal,ST13,Referral
C00280,2021-03-24,Khulna,ST04,Online
C00281,2021-09-16,Dhaka,ST07,Online
C00282,2019-11-26,Rajshahi,ST19,Walk-in
C00283,2020-04-25,Dhaka,ST10,Walk-in
C00284,2019-07-16,Rajshahi,ST11,Online
C00285,2024-05-13,Chattogram,ST17,Walk-in
C00286,2019-09-11,Dhaka,ST07,Referral
C00287,2025-04-04,Dhaka,ST06,Walk-in
C00288,2022-04-23,Barishal,ST01,Online
C00289,2024-06-01,Dhaka,ST05,Walk-in
C00290,2023-02-02,Dhaka,ST11,Online
C00291,2020-02-16,Dhaka,ST15,Walk-in
C00292,2022-10-22,Chattogram,ST07,Walk-in
C00293,2020-03-11,,ST09,Walk-in
C00294,2018-12-13,Rajshahi,ST05,Online
C00295,2020-01-14,Chattogram,ST17,Walk-in
C00296,2020-03-15,,ST11,Referral
C00297,2019-01-30,Dhaka,ST03,Walk-in
C00298,2018-03-10,Chattogram,ST13,Online
C00299,2025-07-18,Khulna,ST07,Online
C00300,2022-02-08,Rajshahi,ST18,Walk-in
C00301,2021-03-19,Chattogram,ST06,Walk-in
C00302,2025-06-08,Sylhet,ST18,Walk-in
C00303,2019-10-19,Chattogram,ST14,Online
C00304,2021-03-22,,ST03,Social Media
C00305,2024-10-08,Chattogram,ST16,Walk-in
C00306,2023-01-20,Rajshahi,ST15,Online
C00307,2021-03-11,Chattogram,ST10,Online
C00308,2020-01-18,Barishal,ST04,Online
C00309,2018-04-13,Chattogram,ST10,Online
C00310,2018-09-06,Dhaka,ST13,Social Media
C00311,2019-04-18,Dhaka,ST03,Online
C00312,2024-04-15,Chattogram,ST07,Referral
C00313,2023-02-10,Chattogram,ST15,Walk-in
C00314,2021-06-19,Sylhet,ST12,Referral
C00315,2024-04-05,Rajshahi,ST20,Social Media
C00316,2019-04-15,Dhaka,ST05,Social Media
C00317,2019-09-08,Sylhet,ST16,Walk-in
C00318,2021-02-20,Rajshahi,ST09,Referral
C00319,2025-05-02,Chattogram,ST05,Walk-in
C00320,2022-11-29,Chattogram,ST20,Online
C00321,2024-10-20,Dhaka,ST13,Walk-in
C00322,2019-12-26,Chattogram,ST11,Online
C00323,2024-10-13,Rajshahi,ST06,Walk-in
C00324,2018-07-31,Khulna,ST18,Walk-in
C00325,2019-10-27,Sylhet,ST01,Walk-in
C00326,2022-03-08,Dhaka,ST03,Walk-in
C00327,2018-05-28,Rajshahi,ST04,Walk-in
C00328,2024-11-11,Rajshahi,ST14,Referral
C00329,2024-12-07,Dhaka,ST03,Online
C00330,2022-05-01,Khulna,ST16,Referral
C00331,2020-06-11,Dhaka,ST04,Referral
C00332,2018-10-16,Dhaka,ST14,Walk-in
C00333,2022-12-13,Dhaka,ST16,Online
C00334,2022-04-20,Dhaka,ST18,Online
C00335,2024-01-29,Khulna,ST06,Walk-in
C00336,2022-10-26,Chattogram,ST02,Online
C00337,2019-01-10,Dhaka,ST16,Online
C00338,2018-12-22,Chattogram,ST09,Online
C00339,2024-03-30,Chattogram,ST19,Online
C00340,2019-04-10,Dhaka,ST04,Walk-in
C00341,2025-07-03,Dhaka,ST12,Referral
C00342,2018-11-06,Sylhet,ST03,Walk-in
C00343,2023-10-28,Dhaka,ST10,Referral
C00344,2025-10-18,Rajshahi,ST01,Walk-in
C00345,2021-07-12,Dhaka,ST16,Walk-in
C00346,2018-06-15,Rajshahi,ST13,Walk-in
C00347,2025-01-03,Khulna,ST02,Walk-in
C00348,2019-07-01,Dhaka,ST10,Walk-in
C00349,2022-03-21,Dhaka,ST09,Walk-in
C00350,2025-11-14,Barishal,ST14,Online
C00351,2023-12-15,Chattogram,ST10,Social Media
C00352,2018-05-16,Sylhet,ST10,Walk-in
C00353,2024-07-23,,ST17,Online
C00354,2019-04-16,Dhaka,ST11,Referral
C00355,2023-12-29,Chattogram,ST17,Walk-in
C00356,2022-12-19,Khulna,ST18,Referral
C00357,2020-04-20,Dhaka,ST17,Walk-in
C00358,2021-05-21,Rajshahi,ST20,Walk-in
C00359,2018-12-11,Sylhet,ST14,Walk-in
C00360,2025-11-21,Dhaka,ST12,Walk-in
C00361,2019-11-27,Dhaka,ST11,Online
C00362,2020-06-20,Dhaka,ST05,Referral
C00363,2022-01-08,Chattogram,ST17,Walk-in
C00364,2023-05-18,Sylhet,ST14,Social Media
C00365,2022-01-15,Chattogram,ST18,Walk-in
C00366,2022-01-15,Dhaka,ST15,Walk-in
C00367,2022-08-29,Rajshahi,ST10,Referral
C00368,2024-11-09,Sylhet,ST06,Referral
C00369,2021-02-27,Chattogram,ST20,Online
C00370,2024-08-26,Sylhet,ST15,Walk-in
C00371,2024-04-16,Dhaka,ST18,Walk-in
C00372,2025-09-07,Rajshahi,ST12,Walk-in
C00373,2025-04-20,Chattogram,ST11,Referral
C00374,2024-05-19,Chattogram,ST01,Walk-in
C00375,2019-12-22,Dhaka,ST02,Online
C00376,2024-03-10,Sylhet,ST15,Walk-in
C00377,2023-11-21,Sylhet,ST05,Walk-in
C00378,2020-04-25,Dhaka,ST02,Walk-in
C00379,2023-06-03,Khulna,ST16,Online
C00380,2020-01-09,Khulna,ST13,Online
C00381,2022-03-08,Dhaka,ST03,Social Media
C00382,2024-05-15,,ST10,Referral
C00383,2019-07-05,Chattogram,ST10,Online
C00384,2020-09-10,Barishal,ST01,Walk-in
C00385,2024-05-11,Dhaka,ST13,Social Media
C00386,2021-08-18,Dhaka,ST08,Referral
C00387,2025-09-06,Chattogram,ST18,Referral
C00388,2018-01-24,Dhaka,ST03,Walk-in
C00389,2023-10-09,Rajshahi,ST17,Walk-in
C00390,2024-07-05,Chattogram,ST01,Referral
C00391,2025-05-04,Dhaka,ST16,Walk-in
C00392,2019-04-03,Chattogram,ST16,Walk-in
C00393,2025-11-13,Khulna,ST09,Walk-in
C00394,2021-02-19,Rajshahi,ST06,Online
C00395,2020-10-24,,ST03,Walk-in
C00396,2020-11-04,Dhaka,ST07,Online
C00397,2023-02-07,Dhaka,ST14,Online
C00398,2023-04-10,Khulna,ST15,Online
C00399,2021-10-15,Rajshahi,ST04,Walk-in
C00400,2018-07-27,Sylhet,ST01,Social Media
C00401,2025-11-20,Khulna,ST12,Walk-in
C00402,2019-10-11,Dhaka,ST12,Walk-in
C00403,2018-10-01,Rajshahi,ST20,Walk-in
C00404,2022-10-11,Dhaka,ST16,Walk-in
C00405,2021-04-19,Dhaka,ST12,Online
C00406,2022-12-03,Chattogram,ST12,Walk-in
C00407,2024-12-31,Chattogram,ST13,Referral
C00408,2018-10-12,Barishal,ST10,Walk-in
C00409,2020-04-09,Dhaka,ST14,Social Media
C00410,2022-02-17,Khulna,ST04,Online
C00411,2024-04-19,Rajshahi,ST17,Walk-in
C00412,2022-10-20,Sylhet,ST18,Online
C00413,2021-01-22,Barishal,ST09,Walk-in
C00414,2022-11-17,Chattogram,ST10,Social Media
C00415,2025-11-01,Chattogram,ST10,Referral
C00416,2021-11-02,Dhaka,ST17,Online
C00417,2025-01-23,Dhaka,ST04,Walk-in
C00418,2024-03-27,Khulna,ST07,Social Media
C00419,2020-05-29,Chattogram,ST13,Online
C00420,2019-12-30,Dhaka,ST14,Online
C00421,2024-02-27,Dhaka,ST06,Walk-in
C00422,2019-08-29,Chattogram,ST03,Walk-in
C00423,2020-09-10,Rajshahi,ST11,Online
C00424,2019-11-19,,ST13,Online
C00425,2022-11-06,Rajshahi,ST16,Referral
C00426,2020-05-08,Sylhet,ST01,Online
C00427,2023-04-07,Rajshahi,ST01,Online
C00428,2025-06-22,Dhaka,ST08,Walk-in
C00429,2024-08-19,Sylhet,ST12,Referral
C00430,2025-07-31,Dhaka,ST01,Walk-in
C00431,2018-03-13,,ST04,Referral
C00432,2021-08-22,Rajshahi,ST09,Walk-in
C00433,2019-10-05,Sylhet,ST06,Online
C00434,2025-05-04,Dhaka,ST15,Referral
C00435,2023-09-10,Khulna,ST01,Referral
C00436,2020-07-24,Dhaka,ST18,Walk-in
C00437,2022-07-04,Sylhet,ST04,Online
C00438,2022-11-03,Barishal,ST09,Walk-in
C00439,2021-12-18,,ST20,Walk-in
C00440,2021-10-17,Khulna,ST14,Referral
C00441,2018-06-11,Sylhet,ST20,Referral
C00442,2021-08-14,Rajshahi,ST01,Walk-in
C00443,2020-10-13,Sylhet,ST15,Social Media
C00444,2024-07-17,Rajshahi,ST02,Walk-in
C00445,2024-12-01,Dhaka,ST13,Social Media
C00446,2024-01-01,Rajshahi,ST07,Referral
C00447,2018-04-01,Dhaka,ST16,Social Media
C00448,2024-09-22,Barishal,ST03,Referral
C00449,2021-03-03,Dhaka,ST18,Social Media
C00450,2021-04-30,Dhaka,ST10,Online
C00451,2025-07-22,Khulna,ST11,Walk-in
C00452,2024-12-07,Dhaka,ST12,Walk-in
C00453,2018-05-29,Chattogram,ST01,Referral
C00454,2020-11-16,Rajshahi,ST07,Walk-in
C00455,2023-12-30,Dhaka,ST15,Social Media
C00456,2022-04-23,Dhaka,ST20,Walk-in
C00457,2020-01-23,Chattogram,ST20,Referral
C00458,2022-03-13,Dhaka,ST11,Walk-in
C00459,2024-12-05,Dhaka,ST06,Referral
C00460,2019-10-15,Dhaka,ST10,Social Media
C00461,2023-12-19,Chattogram,ST10,Walk-in
C00462,2023-11-16,Dhaka,ST08,Online
C00463,2025-01-30,Dhaka,ST08,Walk-in
C00464,2020-05-19,Sylhet,ST18,Referral
C00465,2019-09-23,,ST08,Referral
C00466,2022-05-19,Dhaka,ST01,Walk-in
C00467,2022-04-01,Dhaka,ST15,Walk-in
C00468,2021-04-10,Khulna,ST14,Walk-in
C00469,2024-03-25,Sylhet,ST08,Walk-in
C00470,2024-05-22,Chattogram,ST13,Referral
C00471,2019-12-19,Chattogram,ST19,Walk-in
C00472,2024-05-11,Dhaka,ST19,Social Media
C00473,2019-11-05,Khulna,ST16,Social Media
C00474,2021-04-05,Khulna,ST12,Social Media
C00475,2018-03-21,Khulna,ST01,Online
C00476,2020-09-20,Dhaka,ST11,Walk-in
C00477,2025-08-30,Dhaka,ST17,Referral
C00478,2021-07-16,Dhaka,ST17,Online
C00479,2023-09-05,Dhaka,ST16,Social Media
C00480,2018-11-12,Dhaka,ST20,Walk-in
C00481,2023-01-30,Sylhet,ST11,Walk-in
C00482,2020-12-20,Dhaka,ST03,Social Media
C00483,2023-12-13,Khulna,ST10,Referral
C00484,2025-06-02,Dhaka,ST07,Walk-in
C00485,2022-04-02,Dhaka,ST17,Online
C00486,2018-10-28,Khulna,ST16,Walk-in
C00487,2021-10-22,Rajshahi,ST09,Online
C00488,2018-12-26,Chattogram,ST08,Walk-in
C00489,2021-08-05,Sylhet,ST04,Walk-in
C00490,2018-06-28,Dhaka,ST01,Walk-in
C00491,2023-02-14,Dhaka,ST07,Walk-in
C00492,2020-06-25,Chattogram,ST05,Walk-in
C00493,2019-08-12,Chattogram,ST06,Walk-in
C00494,2018-02-20,Sylhet,ST20,Walk-in
C00495,2025-02-06,Dhaka,ST14,Online
C00496,2024-09-10,Sylhet,ST12,Online
C00497,2024-06-28,,ST04,Online
C00498,2018-06-19,Dhaka,ST17,Walk-in
C00499,2020-10-17,Dhaka,ST13,Walk-in
C00500,2025-10-07,Chattogram,ST11,Referral
C00501,2022-08-17,Rajshahi,ST10,Referral
C00502,2019-01-11,Sylhet,ST12,Social Media
C00503,2019-02-16,Rajshahi,ST17,Social Media
C00504,2020-02-08,Chattogram,ST15,Online
C00505,2025-10-10,Dhaka,ST10,Referral
C00506,2019-05-11,Chattogram,ST14,Walk-in
C00507,2025-03-21,Dhaka,ST19,Referral
C00508,2023-06-03,Rajshahi,ST07,Social Media
C00509,2025-05-15,Dhaka,ST19,Referral
C00510,2024-08-08,Dhaka,ST13,Walk-in
C00511,2020-08-27,,ST04,Walk-in
C00512,2024-08-14,Chattogram,ST20,Walk-in
C00513,2019-05-09,Sylhet,ST14,Walk-in
C00514,2020-04-29,Chattogram,ST08,Referral
C00515,2019-09-11,Khulna,ST05,Online
C00516,2019-01-24,Khulna,ST19,Walk-in
C00517,2018-09-20,Khulna,ST17,Online
C00518,2019-07-02,Sylhet,ST01,Walk-in
C00519,2018-12-17,Sylhet,ST13,Online
C00520,2021-01-15,Sylhet,ST03,Walk-in
C00521,2018-07-28,Chattogram,ST06,Online
C00522,2018-06-28,Dhaka,ST12,Online
C00523,2025-11-30,Sylhet,ST05,Online
C00524,2018-09-14,Dhaka,ST11,Referral
C00525,2018-08-05,Dhaka,ST09,Walk-in
C00526,2018-03-29,Khulna,ST12,Online
C00527,2019-01-23,Dhaka,ST17,Walk-in
C00528,2022-03-22,Chattogram,ST04,Walk-in
C00529,2024-08-12,Sylhet,ST16,Online
C00530,2023-11-16,Dhaka,ST05,Online
C00531,2022-08-22,Khulna,ST01,Social Media
C00532,2018-09-06,Dhaka,ST09,Walk-in
C00533,2024-03-11,Khulna,ST07,Referral
C00534,2018-04-19,Rajshahi,ST04,Walk-in
C00535,2023-01-17,Dhaka,ST09,Online
C00536,2021-04-10,Dhaka,ST18,Referral
C00537,2025-01-19,Dhaka,ST12,Online
C00538,2020-06-16,,ST15,Referral
C00539,2023-02-08,,ST03,Referral
C00540,2021-07-08,,ST02,Walk-in
C00541,2022-03-05,Dhaka,ST07,Social Media
C00542,2025-07-04,Khulna,ST16,Social Media
C00543,2023-09-13,Dhaka,ST18,Walk-in
C00544,2021-04-25,Barishal,ST03,Walk-in
C00545,2021-07-30,Dhaka,ST10,Walk-in
C00546,2023-08-20,Chattogram,ST08,Referral
C00547,2020-10-07,Sylhet,ST15,Social Media
C00548,2019-05-06,Dhaka,ST05,Referral
